Name,Survived
"Andrews, Miss. Kornelia Theodosia",1
"Andrews, Mr. Charles Edward",1
"Angle, Mrs. Florence ""Mary"" Agnes",1
"Appleton, Mrs. Charlotte",1
"Archer, Mr. Ernest Edward",1
"Asplund, Master. Edvin Rojj Felix",1
"Asplund, Miss. Lillian Gertrud",1
"Asplund, Mr. Johan Charles",1
"Asplund, Mrs. Selma Augusta Emilia",1
"Assaf, Mrs. Mariana",1
"Astor, Mrs. Madeleine Talmage",1
"Aubart, Mme.. Léontine Pauline",1
"Avery, Mr. James Albert",1
"Ayoub daher, Miss. Banoura",1
"Backström, Mrs. Maria Mathilda",1
"Baclini, Miss. Eugenie",1
"Baclini, Miss. Helene Barbara",1
"Baclini, Miss. Marie Catherine",1
"Baclini, Mrs. Latifa",1
"Badman, Miss. Emily Louisa",1
"Baggott, Mr. Allen Marden",1
"Bailey, Mr. Henry Joseph",1
"Ball, Mr. Percy",1
"Ball, Mrs. Ada E.",1
"Banski, Mrs. Mara",1
"Barber, Miss. Ellen Mary",1
"Barkworth, Mr. Algernon Henry",1
"Barrett, Mr. Frederick",1
"Baxter, Mrs. Hélène",1
"Bazzani, Mrs. Albina",1
"Beane, Mr. Edward",1
"Beane, Mrs. Ethel",1
"Beauchamp, Mr. George William",1
"Becker, Master. Richard F.",1
"Becker, Miss. Marion Louise",1
"Becker, Miss. Ruth Elizabeth",1
"Becker, Mrs. Nellie E.",1
"Beckwith, Mr. Richard Leonard",1
"Beckwith, Mrs. Sallie",1
"Beesley, Mr. Lawrence",1
"Behr, Mr. Karl Howell",1
"Bennett, Mrs. Mabel",1
"Bentham, Miss. Lillian W.",1
"Bessette, Miss. Nellie Mayo",1
"Bidois, Miss. Rosalie",1
"Bing, Mr. Lee",1
"Binstead, Mr. Walter William",1
"Bird, Miss. Ellen",1
"Bishop, Mr. Dickinson H.",1
"Bishop, Mrs. Helen",1
"Björnström-steffansson, Mr. Mauritz Hokan",1
"Blake, Mr. Percival Albert",1
"Blank, Mr. Henry",1
"Bliss, Mrs. Emma",1
"Bonnell, Miss. Caroline",1
"Bonnell, Miss. Elizabeth",1
"Bowen, Miss. Grace Scott",1
"Bowerman, Miss. Elsie Edith",1
"Bowker, Miss. Ruth",1
"Boxhall, Mr. Joseph Groves",1
"Bradley, Miss. Bridget Delia",1
"Brereton, Mr. George Andrew",1
"Brice, Mr. Walter Thomas",1
"Bride, Mr. Harold Sydney",1
"Bright, Mr. Arthur John",1
"Brown, Miss. Amelia Mary",1
"Brown, Miss. Edith Eileen",1
"Brown, Mr. Edward",1
"Brown, Mrs. Caroline Lane",1
"Brown, Mrs. Elizabeth Catherine",1
"Brown, Mrs. Margaret",1
"Bryhl, Miss. Dagmar Jenny Ingeborg",1
"Buckley, Mr. Daniel",1
"Bucknell, Mrs. Emma Eliza",1
"Buley, Mr. Edward John",1
"Burgess, Mr. Charles",1
"Burke, Mr. William",1
"Burns, Miss. Elizabeth Margaret",1
"Burrage, Mr. Arthur Victor Edwards",1
"Buss, Miss. Kate",1
"Byström, Mrs. Karolina",1
"Calderhead, Mr. Edward Pennington",1
"Caldwell, Master. Alden Gates",1
"Caldwell, Mr. Albert Francis",1
"Caldwell, Mrs. Sylvia Mae",1
"Cameron, Miss. Clear Annie",1
"Candee, Mrs. Helen Churchill",1
"Cardeza, Mr. Thomas Drake Martinez",1
"Cardeza, Mrs. Charlotte Wardle",1
"Carter, Master. William Thornton II",1
"Carter, Miss. Lucile Polk",1
"Carter, Mr. William Ernest",1
"Carter, Mrs. Lucile",1
"Cassebeer, Mrs. Eleanor Genevieve",1
"Caton, Miss. Annie",1
"Cavell, Mr. George Henry",1
"Cavendish, Mrs. Julia Florence",1
"Chaffee, Mrs. Carrie Constance",1
"Chambers, Mr. Norman Campbell",1
"Chambers, Mrs. Bertha",1
"Chapman, Mr. Joseph Charles",1
"Chaudanson, Miss. Victorine",1
"Cherry, Miss. Gladys",1
"Chevré, Mr. Paul Romaine Marie Léonce",1
"Chibnall, Mrs. Edith Martha Bowerman",1
"Chip, Mr. Chang",1
"Christy, Miss. Rachel Juli Cohen",1
"Christy, Mrs. Alice Frances",1
"Clark, Mr. William",1
"Clark, Mrs. Virginia Estelle",1
"Clarke, Mrs. Ada Maria",1
"Cleaver, Miss. Alice Catherine",1
"Clench, Mr. Frederick Charles",1
"Cohen, Mr. Gurshon ""Gus""",1
"Colgan, Mr. E. Joseph",1
"Collett, Mr. Sidney Clarence Stuart",1
"Collins, Mr. John",1
"Collins, Mr. John",1
"Collyer, Miss. Marjorie Charlotte",1
"Collyer, Mrs. Charlotte Annie",1
"Combes, Mr. George",1
"Compton, Miss. Sara Rebecca",1
"Compton, Mrs. Mary Eliza",1
"Connolly, Miss. Kate",1
"Cook, Mrs. Selena",1
"Cornell, Mrs. Malvina Helen",1
"Corr, Miss. Helen",1
"Couper, Mr. Robert Frederick William",1
"Coutts, Master. Neville Leslie",1
"Coutts, Master. William Loch ""Willie""",1
"Coutts, Mrs. Winnie ""Minnie""",1
"Crafter, Mr. Frederick Horace",1
"Crawford, Mr. Alfred George",1
"Cribb, Miss. Laura Mae",1
"Crimmins, Mr. James",1
"Crosby, Miss. Harriette Rebecca",1
"Crosby, Mrs. Catherine Elizabeth",1
"Crowe, Mr. George Frederick",1
"Cullen, Mr. Charles James",1
"Cumings, Mrs. Florence Briggs",1
"Cunningham, Mr. Andrew Orr",1
"Dahl, Mr. Charles Edward",1
"Daly, Miss. Margaret Marcella ""Maggie""",1
"Daly, Mr. Eugene Patrick",1
"Daly, Mr. Peter Dennis",1
"Daniel, Mr. Robert Williams",1
"Daniels, Miss. Sarah",1
"Daniels, Mr. Sidney Edward",1
"Davidson, Mrs. Orian",1
"Davies, Master. John Morgan jr",1
"Davies, Mrs. Elizabeth Agnes Mary",1
"Davis, Miss. Mary",1
"Davison, Mrs. Mary E.",1
"De messemaeker, Mr. Guillaume Joseph",1
"De messemaeker, Mrs. Anna",1
"De mulder, Mr. Theodoor",1
"Dean, Master. Bertram Vere",1
"Dean, Miss. Elizabeth Gladys 'Millvina'",1
"Dean, Mrs. Eva Georgetta",1
"Del carlo, Mrs. Argene",1
"Devaney, Miss. Margaret Delia",1
"Diaper, Mr. John Joseph",1
"Dick, Mr. Albert Adrian",1
"Dick, Mrs. Vera",1
"Dilley, Mr. John",1
"Dillon, Mr. Thomas Patrick",1
"Dodge, Dr. Washington",1
"Dodge, Master. Washington",1
"Dodge, Mrs. Ruth",1
"Doel, Mr. Frederick",1
"Doling, Miss. Elsie",1
"Doling, Mrs. Ada Julia Elizabeth",1
"Dore, Mr. Albert James",1
"Dorking, Mr. Edward Arthur",1
"Douglas, Mrs. Mahala",1
"Douglas, Mrs. Mary Hélène",1
"Dowdell, Miss. Elizabeth",1
"Drew, Master. Marshall Brines",1
"Drew, Mrs. Lulu Thorne",1
"Dropkin, Miss. Jennie",1
"Duff gordon, . Lucy Christiana, Lady",1
"Duff gordon, Sir. Cosmo Edmund",1
"Duquemin, Mr. Joseph Pierre",1
"Duran y more, Sra.. Asuncion",1
"Durán i moné, Sra.. Florentina",1
"Dyker, Mrs. Anna Elisabeth Judith",1
"Dymond, Mr. Frank",1
"Earnshaw, Mrs. Olive",1
"Ellis, Mr. John Bertie",1
"Emanuel, Miss. Virginia Ethel",1
"Endres, Miss. Caroline Louise",1
"Etches, Mr. Henry Samuel",1
"Eustis, Miss. Elizabeth Mussey",1
"Evans, Mr. Alfred Frank",1
"Evans, Mr. Frank Oliver",1
"Faulkner, Mr. William Stephen",1
"Finoli, Mr. Luigi",1
"Fitzpatrick, Mr. Cecil William",1
"Flarty, Mr. Edward",1
"Fleet, Mr. Frederick",1
"Flegenheim, Mrs. Antoinette",1
"Fleming, Miss. Margaret",1
"Flynn, Mr. John Irwin",1
"Foley, Mr. John",1
"Foley, Mr. Wilfred Cyril",1
"Foo, Mr. Choong",1
"Fortune, Miss. Alice Elizabeth",1
"Fortune, Miss. Ethel Flora",1
"Fortune, Miss. Mabel Helen",1
"Fortune, Mrs. Mary",1
"Forward, Mr. James",1
"Francatelli, Miss. Laura Mabel",1
"Frauenthal, Dr. Henry William",1
"Frauenthal, Mr. Isaac Gerald",1
"Frauenthal, Mrs. Clara",1
"Fredericks, Mr. Walter Francis",1
"Fryer, Mr. Albert Ernest",1
"Frölicher, Miss. Hedwig Margaritha",1
"Frölicher-stehli, Mr. Maximilian Josef",1
"Frölicher-stehli, Mrs. Margaretha Emerentia",1
"Futrelle, Mrs. Lily May",1
"Garside, Miss. Ethel",1
"George/joseph, Mrs. Shawneene",1
"Gibbons, Mr. Jacob William",1
"Gibson, Miss. Dorothy Winifred",1
"Gibson, Mrs. Pauline Caroline",1
"Gieger, Miss. Amalie",1
"Gilnagh, Miss. Mary Katherine",1
"Glynn, Miss. Mary Agatha",1
"Godley, Mr. George Auguste",1
"Gold, Mrs. Jane Kate Coulson",1
"Goldenberg, Mr. Samuel L.",1
"Goldenberg, Mrs. Nella",1
"Goldsmith, Master. Frank John William",1
"Goldsmith, Mrs. Emily Alice",1
"Gracie, Colonel. Archibald",1
"Graham, Miss. Margaret Edith",1
"Graham, Mr. Thomas G.",1
"Graham, Mrs. Edith",1
"Greenfield, Mr. William Bertram",1
"Greenfield, Mrs. Blanche",1
"Gregson, Miss. Mary",1
"Guy, Mr. Elgar John",1
"Haggan, Mr. John",1
"Haines, Mr. Albert",1
"Hakkarainen, Mrs. Elin Matilda",1
"Halford, Mr. Walter Stamford",1
"Hannah, Mr. Borak (""Hannah Assi Borah"")",1
"Hansen, Mrs. Jennie Louise",1
"Harder, Mr. George Achilles",1
"Harder, Mr. William",1
"Harder, Mrs. Dorothy",1
"Hardwick, Mr. Reginald",1
"Hardy, Mr. John",1
"Harper, Miss. Annie Jessie",1
"Harper, Mr. Henry Sleeper",1
"Harper, Mrs. Myna",1
"Harris, Mr. Frederick",1
"Harris, Mr. George",1
"Harris, Mrs. Irene",1
"Harrison, Mr. Aragõa Drummond",1
"Hart, Miss. Eva Miriam",1
"Hart, Mr. John Edward",1
"Hart, Mrs. Esther Ada",1
"Hartnell, Mr. Fred",1
"Hassab, Mr. Hammad",1
"Hawksford, Mr. Walter James",1
"Hays, Miss. Margaret Bechstein",1
"Hays, Mrs. Clara Jennings",1
"Healy, Miss. Hanora ""Nora""",1
"Hebb, Mr. William Albert",1
"Hedman, Mr. Oskar Arvid",1
"Hee, Mr. Ling",1
"Heikkinen, Miss. Laina",1
"Hellström, Miss. Hilda Maria",1
"Hemming, Mr. Samuel Ernest",1
"Hendrickson, Mr. Charles Osker",1
"Herman, Miss. Alice",1
"Herman, Miss. Kate",1
"Herman, Mrs. Jane",1
"Hewlett, Mrs. Mary Dunbar",1
"Hichens, Mr. Robert",1
"Hippach, Miss. Jean Gertrude",1
"Hippach, Mrs. Ida Sophia",1
"Hirvonen, Miss. Hildur Elisabeth",1
"Hirvonen, Mrs. Helga Elisabeth Lindqvist",1
"Hocking, Miss. Ellen ""Nellie""",1
"Hocking, Mrs. Elizabeth ""Eliza""",1
"Hogeboom, Mrs. Anna Louisa",1
"Hogg, Mr. George Alfred",1
"Hold, Mrs. Annie Margaret",1
"Holverson, Mrs. Mary Aline",1
"Homer, Mr. Harry",1
"Honkanen, Miss. Eliina",1
"Hopkins, Mr. Robert John",1
"Horswill, Mr. Albert Edward James",1
"Hosono, Mr. Masabumi",1
"Howard, Miss. May Elizabeth",1
"Hoyt, Mr. Frederick Maxfield",1
"Hoyt, Mrs. Jane Anne",1
"Humphreys, Mr. Sidney James",1
"Hunt, Mr. Albert Sylvanus",1
"Hurst, Mr. Walter",1
"Hyland, Mr. James Leo",1
"Hyman, Mr. Abraham Joseph",1
"Hämäläinen, Master. Viljo Unto Johannes",1
"Hämäläinen, Mrs. Anna",1
"Icard, Miss. Rose Amélie",1
"Ilett, Miss. Bertha",1
"Ismay, Mr. Joseph Bruce",1
"Jacobsohn, Mrs. Amy Frances Christy",1
"Jal?evac, Mr. Ivan",1
"Jansson, Mr. Carl Olof",1
"Jermyn, Miss. Annie Jane",1
"Jerwan, Mrs. Marie Marthe",1
"Jessop, Miss. Violet Constance",1
"Jewell, Mr. Archie",1
"Johannesen, Mr. Bernt Johannes",1
"Johansson palmquist, Mr. Oskar Leander",1
"Johnson, Master. Harold Theodor",1
"Johnson, Miss. Eleanor Ileen",1
"Johnson, Mrs. Elisabeth Vilhelmina",1
"Johnston, Mr. James",1
"Jones, Mr. Thomas William",1
"Jonsson, Mr. Carl",1
"Joughin, Mr. Charles John",1
"Judd, Mr. Charles Edward",1
"Jussila, Mr. Eiriik",1
"Kantor, Mrs. Miriam",1
"Karlsson, Mr. Einar Gervasius",1
"Karun, Miss. Manca",1
"Karun, Mr. Franz",1
"Kasper, Mr. F.",1
"Keane, Miss. Nora Agnes",1
"Keen, Mr. Percy Edward",1
"Kelly, Miss. Anna Katherine",1
"Kelly, Miss. Mary",1
"Kelly, Mrs. Fanny Maria",1
"Kemish, Mr. George",1
"Kennedy, Mr. John",1
"Kenyon, Mrs. Marion",1
"Kimball, Mr. Edwin Nelson Jr.",1
"Kimball, Mrs. Gertrude",1
"Kink, Mr. Anton",1
"Kink-heilmann, Miss. Luise Gretchen",1
"Kink-heilmann, Mrs. Luise",1
"Knight, Mr. George",1
"Knowles, Mr. Thomas",1
"Krekorian, Mr. Neshan",1
"Kreuchen, Miss. Emilie",1
"Lam, Mr. Ali",1
"Landergren, Miss. Aurora Adelia",1
"Lang, Mr. Fang",1
"Laroche, Miss. Louise",1
"Laroche, Miss. Simonne Marie Anne Andrée",1
"Laroche, Mrs. Juliette Marie Louise",1
"Lavington, Miss. Elizabeth",1
"Leader, Dr. Alice",1
"Leather, Mrs. Elizabeth Mary",1
"Lee, Mr. Henry Reginald",1
"Lee, Mr. Reginald Robinson",1
"Lehmann, Miss. Bertha",1
"Leitch, Miss. Jessie Wills",1
"Lemore, Mrs. Amelia",1
"Leroy, Miss. Berthe",1
"Lesueur, Mr. Gustave J.",1
"Lewis, Mr. Arthur Ernest Read",1
"Lightoller, Mr. Charles Herbert",1
"Lindqvist, Mr. Eino William",1
"Lindsay, Mr. William Charles",1
"Lindström, Mrs. Sigrid",1
"Lines, Miss. Mary Conover",1
"Lines, Mrs. Elizabeth Lindsey",1
"Littlejohn, Mr. Alexander James",1
"Longley, Miss. Gretchen Fiske",1
"Louch, Mrs. Alice Adelaide",1
"Lowe, Mr. Harold Godfrey",1
"Lucas, Mr. William Arthur",1
"Lucas, Mr. William Watson",1
"Lulic, Mr. Nikola",1
"Lundin, Miss. Olga Elida",1
"Lundström, Mr. Thure Edvin",1
"Lurette, Miss. Eugénie Elise",1
"Mackay, Mr. Charles Donald",1
"Madigan, Miss. Margaret",1
"Madill, Miss. Georgette Alexandra",1
"Madsen, Mr. Fridtjof Arne",1
"Maioni, Miss. Roberta Elizabeth Mary",1
"Major, Mr. William James",1
"Mallet, Master. André Clement",1
"Mallet, Mrs. Antonine Marie",1
"Mamee, Mr. Hanna",1
"Mannion, Miss. Margaret",1
"Marsden, Miss. Evelyn",1
"Martin, Miss. Mabel Elvina",1
"Martin, Mrs. Annie Martha",1
"Marvin, Mrs. Mary Graham Carmichael",1
"Maréchal, Mr. Pierre",1
"Mason, Mr. Frank Archibald Robert",1
"Mauge, Mr. Paul Achille Maurice Germain",1
"Maynard, Mr. Isaac Hiram",1
"Mayné, Mlle. Berthe Antonine",1
"Mayzes, Mr. Thomas Jubilee",1
"Mccarthy, Miss. Catherine ""Katie""",1
"Mccarthy, Mr. William",1
"Mccormack, Mr. Thomas Joseph",1
"Mccoy, Miss. Agnes",1
"Mccoy, Miss. Alicia",1
"Mccoy, Mr. Bernard",1
"Mcdermott, Miss. Bridget Delia",1
"Mcgann, Mr. James",1
"Mcgough, Mr. George Francis 'Paddy'",1
"Mcgough, Mr. James Robert",1
"Mcgovern, Ms. Mary",1
"Mcgowan, Miss. Anna ""Annie""",1
"Mcintyre, Mr. William",1
"Mclaren, Mrs. Hypatia",1
"Mcmicken, Mr. Arthur",1
"Mellinger, Miss. Madeleine Violet",1
"Mellinger, Mrs. Elizabeth Anne",1
"Mellors, Mr. William John",1
"Meyer, Mrs. Leila",1
"Midtsjø, Mr. Karl Albert",1
"Mills, Mr. Christopher",1
"Minahan, Miss. Daisy E.",1
"Minahan, Mrs. Lillian E.",1
"Mock, Mr. Philipp Edmund",1
"Mockler, Miss. Ellen Mary",1
"Moor, Master. Meier",1
"Moor, Mrs. Beila",1
"Moore, Mr. George Alfred",1
"Moore, Mr. John J.",1
"Moran, Miss. Bertha Bridget",1
"Morris, Mr. Frank Herbert",1
"Moss, Mr. Albert Johan",1
"Moubarek, Master. Gerios (""George _"")",1
"Moubarek, Master. Halim Gonios (""William George"")",1
"Moubarek, Mrs. Omine",1
"Moussa, Mrs. Mantoura Boulos",1
"Mousselmani, Mrs. Fatima",1
"Mullen, Miss. Katherine ""Katie""",1
"Mulvihill, Miss. Bridget Elizabeth",1
"Murdock, Mr. William John",1
"Murphy, Miss. Catherine ""Kate""",1
"Murphy, Miss. Margaret Jane ""Mary"" ""Maggie""",1
"Murphy, Miss. Nora",1
"Najib kiamie, Miss. Adele ""Jane""",1
"Nakid, Miss. Maria",1
"Nakid, Mr. Sahid",1
"Nakid, Mrs. Waika ""Mary""",1
"Nasser, Mrs. Adele",1
"Navratil, Master. Edmond Roger",1
"Navratil, Master. Michel Marcel",1
"Neal, Mr. Bentley Harold",1
"Newell, Miss. Madeleine",1
"Newell, Miss. Marjorie Anne",1
"Newsom, Miss. Helen Monypeny",1
"Nichols, Mr. Walter Henry",1
"Nicola-yarred, Master. Elias (""Louis Garrett"")",1
"Nicola-yarred, Miss. Jamila (""Amelia Garrett"")",1
"Nilsson, Miss. Berta Olivia",1
"Nilsson, Miss. Helmina Josefina",1
"Niskänen, Mr. Juha",1
"Noss, Mr. Henry",1
"Nourney, Mr. Alfred",1
"Nutbean, Mr. William",1
"Nye, Mrs. Elizabeth",1
"Nysten, Miss. Anna Sofia",1
"O'brien, Mrs. Johanna ""Hannah""",1
"O'connor, Mr. John",1
"O'driscoll, Miss. Bridget",1
"O'dwyer, Miss. Ellen ""Nellie""",1
"O'keefe, Mr. Patrick",1
"O'leary, Miss. Hanora ""Nora""",1
"Oliva y ocana, Doña. Fermina",1
"Oliver, Mr. H.",1
"Olliver, Mr. Alfred John",1
"Olsen, Master. Artur Karl",1
"Olsson, Mr. Oscar Wilhelm",1
"Omont, Mr. Alfred Fernand",1
"Osman, Mr. Frank",1
"Othen, Mr. Charles Alfred",1
"Oxenham, Mr. Percy Thomas",1
"Padron manent, Mr. Julian",1
"Pallàs i castelló, Sr.. Emili",1
"Parrish, Mrs. Lutie Davis",1
"Pascoe, Mr. Charles H.",1
"Pearce, Mr. John",1
"Pearcey, Mr. Albert Victor",1
"Pears, Mrs. Edith",1
"Pelham, Mr. George",1
"Perkis, Mr. Walter John",1
"Perreault, Miss. Mary Anne",1
"Perry, Mr. Edgar Lionel",1
"Persson, Mr. Ernst Ulrik",1
"Peter / joseph, Master. Michael J. (""Michael Joseph"")",1
"Peter / joseph, Miss. Anna (""Mary Joseph"")",1
"Peter / joseph, Mrs. Catherine",1
"Peters, Mr. William Chapman",1
"Peuchen, Major. Arthur Godfrey",1
"Peñasco y castellana, Mrs. Maria Josefa Perezde Soto y Vallejo",1
"Pfropper, Mr. Richard Paul Jozef",1
"Phillimore, Mr. Harold Charles William",1
"Phillips, Miss. Alice Frances Louisa",1
"Phillips, Miss. Kate Florence",1
"Pickard, Mr. Berk",1
"Pinsky, Mrs. Rosa",1
"Pitman, Mr. Herbert John",1
"Podesta, Mr. Alfred John Alexander",1
"Poingdestre, Mr. John Thomas",1
"Port, Mr. Frank",1
"Portaluppi, Mr. Emilio Ilario Giuseppe",1
"Potter, Mrs. Lily Alexenia",1
"Prangnell, Mr. George Alexander",1
"Prentice, Mr. Frank Winnold",1
"Prichard, Mrs. Alice Maud",1
"Priest, Mr. Arthur John",1
"Prior, Mr. Harold John Arnold",1
"Pugh, Mr. Alfred",1
"Pusey, Mr. William Robert Holland",1
"Quick, Miss. Phyllis May",1
"Quick, Miss. Winifred Vera",1
"Quick, Mrs. Jane",1
"Ranger, Mr. Thomas",1
"Ray, Mr. Frederick Dent",1
"Renouf, Mrs. Lillian",1
"Reynalds, Sra.. Encarnación",1
"Rheims, Mr. George Alexander Lucien",1
"Rice, Mr. Charles",1
"Richards, Master. Sibley George",1
"Richards, Master. William Rowe",1
"Richards, Mrs. Emily",1
"Ridsdale, Miss. Lucy",1
"Riordan, Miss. Hannah",1
"Robert, Mrs. Elisabeth Walton",1
"Roberts, Mrs. Mary Kezia",1
"Robinson, Mrs. Annie",1
"Romaine, Mr. Charles Hallace",1
"Rosenbaum, Miss. Edith Louise",1
"Ross, Mr. Horace Leopold",1
"Roth, Miss. Sarah A.",1
"Rothes, . Lucy Noël Martha, Countess of",1
"Rothschild, Mrs. Elizabeth Jane Anne",1
"Rowe, Mr. George Thomas",1
"Rugg, Miss. Emily",1
"Rule, Mr. Samuel James",1
"Ryan, Mr. Edward",1
"Ryerson, Master. John Borie",1
"Ryerson, Miss. Emily Borie",1
"Ryerson, Miss. Susan Parker ""Suzette""",1
"Ryerson, Mr. William Edwy",1
"Ryerson, Mrs. Emily Maria",1
"Saalfeld, Mr. Adolphe",1
"Salkjelsvik, Miss. Anna Kristine",1
"Salomon, Mr. Abraham Lincoln",1
"Sandström, Miss. Beatrice Irene",1
"Sandström, Miss. Marguerite Rut",1
"Sandström, Mrs. Agnes Charlotta",1
"Sap, Mr. Julius (""Jules _"")",1
"Savage, Mr. Charles Joseph",1
"Scarrott, Mr. Joseph George",1
"Schabert, Mrs. Emma",1
"Scheerlinck, Mr. Jean",1
"Scott, Mr. Frederick William",1
"Self, Mr. Albert Charles Edward",1
"Senior, Mr. Harry",1
"Serreplan, Miss. Auguste",1
"Seward, Mr. Frederic Kimber",1
"Seward, Mr. Wilfred Deable",1
"Sheath, Mr. Frederick",1
"Shelley, Mrs. Imanita Parrish",1
"Shiers, Mr. Alfred Charles",1
"Shine, Miss. Ellen Natalia",1
"Shutes, Miss. Elizabeth Weed",1
"Silverthorne, Mr. Spencer Victor",1
"Silvey, Mrs. Alice",1
"Silvén, Miss. Lyyli Karoliina",1
"Simmons, Mr. Andrew George James",1
"Simonius-blumer, Mr. Colonel (Oberst) Alfons",1
"Sincock, Miss. Maude",1
"Sinkkonen, Miss. Anna",1
"Sjöblom, Miss. Anna Sofia",1
"Slayter, Miss. Hilda Mary",1
"Sloan, Miss. Mary",1
"Slocombe, Mrs. Maude Louise",1
"Sloper, Mr. William Thompson",1
"Smith, Miss. Katherine Elizabeth",1
"Smith, Miss. Marion Elsie",1
"Smith, Mrs. Mary Eloise",1
"Smyth, Miss. Julia",1
"Snow, Mr. Eustace Philip",1
"Snyder, Mr. John Pillsbury",1
"Snyder, Mrs. Nelle",1
"Sparkman, Mr. Henry William",1
"Spedden, Master. Robert Douglas",1
"Spedden, Mr. Frederic Oakley",1
"Spedden, Mrs. Margaretta Corning",1
"Spencer, Mrs. Marie Eugenie",1
"Stanley, Miss. Amy Zillah Elsie",1
"Stap, Miss. Sarah Agnes",1
"Stengel, Mr. Charles Emil Henry",1
"Stengel, Mrs. Annie May",1
"Stephenson, Mrs. Martha",1
"Stewart, Mr. John",1
"Stone, Mrs. Martha Evelyn",1
"Strandén, Mr. Juho Niilosson",1
"Street, Mr. Thomas Albert",1
"Stähelin-maeglin, Dr. Max",1
"Sunderland, Mr. Victor Francis",1
"Sundman, Mr. Johan Julian",1
"Svensson, Mr. Johan Cervin",1
"Swift, Mrs. Margaret Welles",1
"Symons, Mr. George Thomas Macdonald",1
"Sägesser, Mlle. Emma",1
"Taussig, Miss. Ruth",1
"Taussig, Mrs. Tillie",1
"Taylor, Mr. Elmer Zebley",1
"Taylor, Mr. George",1
"Taylor, Mr. William Henry",1
"Taylor, Mrs. Juliet Cummins",1
"Tenglin, Mr. Gunnar Isidor",1
"Terrell, Mr. Frank",1
"Thayer, Mr. John Borland jr",1
"Thayer, Mrs. Marian Longstreth",1
"Theissinger, Mr. Alfred",1
"Thomas, Mr. Albert Charles",1
"Thomas, Mr. Benjamin James",1
"Thomas, Mrs. Thamine ""Thelma""",1
"Thomas/tannous, Master. Assad Alexander",1
"Thompson, Mr. John William",1
"Thorne, Miss. Gertrude Maybelle",1
"Thorneycroft, Mrs. Florence Kate",1
"Threlfall, Mr. Thomas",1
"Thresher, Mr. George Terrill",1
"Toms, Mr. Fred",1
"Toomey, Miss. Ellen Mary",1
"Touma, Master. Georges Youssef (""George Thomas"")",1
"Touma, Miss. Maria Youssef (""Mary Thomas"")",1
"Touma, Mrs. Hanna Youssef",1
"Triggs, Mr. Robert",1
"Trout, Mrs. Jessie L.",1
"Troutt, Miss. Edwina Celia",1
"Tucker, Mr. Gilbert Milligan jr",1
"Turja, Miss. Anna Sofia",1
"Turkula, Mrs. Hedwig",1
"Törnquist, Mr. William Henry",1
"Vartanian, Mr. David",1
"Vigott, Mr. Philip Francis",1
"Wallcroft, Miss. Ellen 'Nellie'",1
"Ward, Miss. Annie Moore",1
"Ward, Mr. William",1
"Ware, Mrs. Florence Louise",1
"Warren, Mrs. Anna Sophia",1
"Watt, Miss. Robertha Josephine",1
"Watt, Mrs. Elizabeth ""Bessie"" Inglis",1
"Webber, Miss. Susan",1
"Weikman, Mr. Augustus Henry",1
"Weisz, Mrs. Mathilde Françoise",1
"Weller, Mr. William Clifford",1
"Wells, Master. Ralph Lester",1
"Wells, Miss. Joan",1
"Wells, Mrs. ""Addie"" Dart",1
"Wennerström, Mr. August",1
"West, Miss. Barbara Joyce",1
"West, Miss. Constance Mirium",1
"West, Mrs. Ada Mary",1
"Wheat, Mr. Joseph Thomas",1
"Wheelton, Mr. Edneser Edward",1
"Whilems, Mr. Charles",1
"White, Mr. Alfred",1
"White, Mr. William George",1
"White, Mrs. Ella",1
"Whiteley, Mr. Thomas Arthur",1
"Wick, Miss. Mary Natalie",1
"Wick, Mrs. Mary",1
"Widener, Mrs. Eleanor",1
"Widgery, Mr. James George",1
"Wilkes, Mrs. Ellen",1
"Wilkinson, Mrs. Elizabeth Anne",1
"Willard, Miss. Constance",1
"Williams, Mr. Charles Eugene",1
"Williams, Mr. Richard Norris II",1
"Williams, Mr. Walter John",1
"Wilson, Miss. Helen Alice",1
"Windebank, Mr. Alfred Edgar",1
"Witter, Mr. James William Cheetham",1
"Woolner, Mr. Hugh",1
"Wright, Miss. Marion",1
"Wright, Mr. William",1
"Wynn, Mr. Walter",1
"Yazbeck, Mrs. Selini",1
"Yearsley, Mr. Harry",1
"Young, Miss. Marie Grice",1
"Zenni, Mr. Philip",1
"Öhman, Miss. Velin",1
"Østby, Miss. Helen Ragnhild",1
